Lambda,dvdl,#Frame,D248_chi1,D248_chi2,V249_chi1,V249_chi2,N250_chi1,N250_chi2,T251_chi1,S272_chi1,S285_chi1,R286_chi1,R286_chi2,R286_chi3,R286_chi4,R286_chi5,S287_chi1,D290_chi1,D290_chi2,F291_chi1,F291_chi2,T292_chi1,weight_dvdl
2,-36.6464,1959.0,-71.9199,169.2009,-61.0798,128.7318,172.5014,1.2319,173.9236,67.1174,-70.1555,-52.4737,-163.3366,-70.314,155.4798,-2.6944,63.1767,-165.2647,-169.5786,168.2298,-87.72,65.2119,-1.9594830079999999
2,-43.8278,1960.0,-59.419,146.2093,-85.1169,132.5278,156.1121,62.0055,153.8989,46.5717,-68.7058,-52.7978,-147.965,-58.2451,-167.8496,-20.3528,63.906,-170.8225,168.8119,174.4883,-75.0019,68.2242,-2.343472466
2,-34.0622,1961.0,-62.4178,137.1841,-73.1313,134.672,148.8969,-90.5335,172.9031,64.7818,-79.9457,65.0942,177.9377,-149.5839,141.2689,-5.9033,67.9386,-147.2122,150.9601,-166.197,-63.7758,60.5615,-1.8213058339999997
2,-52.5128,1962.0,-71.6653,125.7636,-68.9367,122.8572,169.468,103.9655,175.8976,47.5572,-60.5846,64.888,-177.8045,-137.8401,122.3964,0.9374,41.3639,178.9154,177.9064,177.5559,-47.4876,55.6013,-2.807859416
2,-29.2865,1963.0,-69.7474,104.5859,-69.0975,134.3425,-176.7546,-17.7315,171.8249,55.1045,-56.4111,76.4686,-176.758,-167.1355,120.298,13.3971,74.9668,171.5975,-161.2526,-173.1695,-89.5271,30.1267,-1.565949155
2,-25.9368,1964.0,-89.2618,-154.541,-34.9366,122.4843,169.2544,-32.9501,-172.5208,48.7798,-48.6198,-49.5236,-161.2086,-57.1127,150.96,8.1803,62.4142,-160.5207,170.1025,-176.7764,-65.339,71.62,-1.386840696
2,-52.871100000000006,1965.0,-62.7031,142.6812,-73.9582,128.8817,169.1637,-83.9754,173.2743,56.5768,-60.9909,-51.3537,-168.4474,-45.3183,165.2234,3.46,62.4085,171.0584,-93.1041,-167.3288,-60.2198,54.1812,-2.827017717
2,-33.6261,1966.0,-67.2212,9.2901,-72.9133,135.9732,163.0552,-13.9712,164.4407,59.2796,-60.0863,-60.8141,-167.5644,-50.3703,144.5273,-1.8142,55.9338,-159.1042,143.226,-167.5568,-83.5555,67.8394,-1.7979875669999998
2,-29.4933,1967.0,-63.9084,-30.6396,-81.0191,123.7654,154.1354,-7.0826,-167.1884,60.0242,-38.3394,-48.6997,-172.6178,-68.2557,160.4469,22.7882,70.2692,162.5538,-120.8107,-148.9181,-82.2167,58.233,-1.5770067509999999
2,-34.1152,1968.0,-59.4715,-30.3061,-90.5968,131.4109,163.5059,71.8529,145.7957,74.9266,-72.4403,-48.1507,-161.8408,-44.997,157.412,9.4149,60.2004,171.9236,168.5774,-171.6288,-69.2196,66.1138,-1.824139744
2,-30.5629,1969.0,-69.5675,-37.3716,-65.4595,130.962,163.6065,105.0646,178.3899,67.4299,-44.3394,-46.7537,-162.0149,-49.0772,158.6865,2.2522,85.717,159.0774,179.1354,-167.9272,-63.7155,54.1756,-1.6341982629999998
2,-29.1746,1970.0,-56.8405,-26.3208,-71.4413,126.4248,159.696,86.8774,178.8079,65.8597,-58.9526,33.2381,-178.1509,-77.9806,150.0564,6.2621,75.5931,-176.9751,-178.33,-156.9097,-59.5539,63.2931,-1.559965862
2,-42.7824,1971.0,-78.4233,7.7797,-77.7924,122.1948,-173.9704,-41.2412,-179.7794,53.9322,-54.145,-50.5632,177.9875,-46.6145,167.771,-15.7749,41.1753,-177.5103,163.309,-170.6946,-46.9381,63.1551,-2.287574928
2,-49.5472,1972.0,-56.923,-31.1324,-77.3161,129.2911,169.3907,25.2793,157.7073,49.411,-59.7575,88.4908,169.5954,-168.1908,133.5503,-8.0777,55.6422,171.7681,-135.7325,-168.314,-54.8189,63.8501,-2.6492887839999995
2,-29.7263,1973.0,-66.4256,-18.8917,-66.7681,127.0641,160.6225,78.1544,161.422,54.0169,-67.8757,83.3522,-177.622,-168.3763,124.1577,9.7901,52.8115,166.095,-136.2629,-167.4463,-50.9024,63.6406,-1.5894652609999997
2,-40.775200000000005,1974.0,-55.0281,-39.4971,-66.7293,129.8735,161.3922,-78.8694,177.881,63.2684,-63.8175,-39.9363,179.1303,-61.0937,163.8565,8.4208,69.0831,163.1774,-129.4203,-174.4745,-63.3336,65.8968,-2.1802499440000003
2,-52.9435,1975.0,-62.1612,-21.4605,-72.7522,133.4321,172.4855,-26.0002,170.6885,51.8811,-53.4776,-49.4068,-162.0164,-72.0305,168.4304,10.5475,49.0435,164.8665,-121.4618,-158.995,-59.597,51.7787,-2.830888945
2,-27.0245,1976.0,-73.2831,-96.4702,-66.112,127.4691,167.2752,-17.9134,79.5451,57.0327,-59.7584,-52.5928,-165.8259,-38.7579,170.9383,0.0887,56.9694,177.2798,-105.9165,-171.5607,-65.3176,52.6329,-1.445000015
2,-28.0322,1977.0,-68.7749,-96.4108,-75.2751,124.0857,166.4951,-56.5896,60.4365,70.3465,-66.7316,-50.0621,-179.6339,-48.8862,-168.7961,4.0021,69.3935,177.4528,-116.9577,164.8715,-74.2378,68.7684,-1.4988817339999998
2,-31.2122,1978.0,-72.6641,6.246,-66.9575,133.0563,159.7835,-64.4958,45.9156,64.0038,-63.123,-61.1246,-162.8711,-58.0232,175.1802,-14.1586,46.134,164.9071,-133.7504,-162.0289,-91.5046,82.2289,-1.668916334
2,-31.9617,1979.0,-64.3055,-39.4862,53.6177,121.6269,174.5832,-44.2024,63.7697,68.3519,-65.8214,-51.0966,-150.704,-49.3263,170.8279,-4.2726,71.9589,-178.7526,-124.8154,-142.7682,-95.3225,59.9203,-1.7089920989999998
2,-41.279900000000005,1980.0,-69.266,-54.278,73.7996,125.1043,161.334,-52.3486,66.0771,52.1128,-53.9057,-45.1338,-162.5602,-57.5816,-177.2556,-12.9254,45.396,164.0947,-115.513,-171.7812,-84.0811,61.6928,-2.207236253
2,-34.954,1981.0,-67.5874,-48.9178,54.7099,121.0404,167.3861,-10.4882,30.3842,45.7616,-58.628,-59.7487,-166.5675,-49.0043,176.7213,20.5799,69.4044,-177.8323,-112.3279,-161.6982,-92.6712,53.7937,-1.8689903799999998
2,-36.346,1982.0,-58.4268,-65.563,76.8319,116.901,-175.2502,-47.0316,41.929,47.3255,-72.8293,-39.7964,-163.1492,-74.5138,173.323,-7.1364,60.0109,163.3806,-121.6749,-173.3587,-86.4276,45.4372,-1.9434206199999997
2,-41.3207,1983.0,-65.1242,8.004,66.2118,123.5445,174.1557,-86.2635,23.4167,63.9294,-62.6448,-38.8675,-162.6264,-65.2139,-178.2568,9.9758,75.8731,169.6915,-134.862,174.1212,-70.1467,63.9772,-2.209417829
2,-43.6824,1984.0,-59.5701,-55.3382,62.2752,126.2261,177.5252,-8.9117,67.0585,66.054,-52.4088,-60.4317,-163.1592,-49.0449,153.3017,10.5041,59.9746,173.1431,-147.9416,-178.7854,-76.3959,58.9143,-2.335697928
2,-38.318000000000005,1985.0,-43.63,103.5351,65.5854,119.6654,58.4351,21.9906,75.1553,61.5507,-61.7394,-56.0286,-171.7577,-62.9399,165.1198,31.0611,57.1897,159.5955,-160.2839,178.9846,-85.0518,66.0411,-2.04886346
2,-26.331100000000003,1986.0,-59.8572,130.4201,54.8351,131.7646,53.572,26.3796,65.1864,50.4627,-71.4047,-55.8972,-170.1135,-60.8089,163.7155,5.017,71.8431,179.6569,159.0229,178.85,-88.7248,64.3293,-1.407923917
2,-40.3246,1987.0,-49.3957,115.1983,67.2798,121.4658,60.6584,-67.1126,53.8345,68.5768,-52.6403,-61.9967,-173.8199,-47.9106,156.7763,-9.6754,70.9202,176.9114,-165.027,-170.5322,-96.6435,53.1993,-2.1561563619999995
2,-41.27460000000001,1988.0,-64.6376,153.7833,58.0422,127.2229,53.9182,-114.0569,75.2981,57.525,-58.5449,-63.1215,-168.1814,-40.9271,176.139,-1.8973,43.9801,-178.3538,-168.0805,-167.8961,-66.8531,56.2267,-2.206952862
2,-35.3153,1989.0,-75.3131,161.7055,63.5805,121.3464,61.5341,-91.0258,37.0822,56.3528,-60.0132,-43.8649,-159.0627,-58.2572,-173.9283,5.2,56.9389,173.0846,-175.1199,-158.0233,-91.7982,50.2895,-1.888309091
2,-28.3154,1990.0,-50.7338,131.3664,47.1543,120.2754,51.3616,-68.1377,48.0812,80.473,-65.6439,-49.9845,-164.1544,-43.0046,170.8511,2.8589,81.1521,178.6821,-174.5886,179.5814,-73.2868,56.9778,-1.5140244379999999
2,-28.0112,1991.0,-57.1068,114.0009,54.5518,118.3432,63.0772,-108.5835,37.9448,67.4089,-66.0009,-44.3064,-166.6137,-57.754,167.2146,13.7935,52.6903,-156.8985,136.5611,-159.1253,-66.1051,57.6325,-1.497758864
2,-38.5064,1992.0,-78.9188,150.7883,40.7419,122.5641,37.1659,-114.4131,46.0833,58.7859,-55.6465,-54.6637,-168.0078,-43.2117,140.0035,10.5478,62.7025,-177.8924,-178.6852,-178.5927,-48.8467,61.8397,-2.0589372079999997
2,-36.9123,1993.0,-61.0766,105.7456,42.809,122.5322,52.4562,-103.5513,65.0777,57.2202,-60.3113,-45.2811,-156.4635,-65.515,160.7724,26.6503,67.3316,170.1749,-138.4849,174.9735,-81.9492,63.2411,-1.973700681
2,-43.06150000000001,1994.0,-52.3398,98.3096,53.4916,124.1532,60.1616,-93.807,51.2333,55.6016,-61.0402,-62.6301,-173.8955,-64.2302,147.3682,2.1343,55.7423,-177.8359,-124.8424,-139.2371,-89.0611,47.34,-2.3024984050000006
2,-40.095000000000006,1995.0,-70.0084,147.7754,58.2511,128.6804,70.4117,-98.5382,32.7941,39.5825,-57.6317,-52.5463,-171.9948,-49.6159,166.2317,7.5365,59.1888,-136.6942,85.5863,-160.5355,-78.7322,66.4071,-2.14387965
2,-41.5521,1996.0,-76.8434,137.2603,61.6105,127.0853,32.4794,-102.9068,53.9418,59.8526,-55.8314,-49.5651,-163.0818,-55.1716,-177.681,0.0918,52.7966,-157.1465,127.4025,-166.5277,-78.6619,60.5275,-2.221790787
2,-35.5924,1997.0,-74.0049,170.1501,53.7972,130.5213,60.434,79.412,68.0739,58.6712,-62.8531,-57.4389,153.1879,76.2995,76.5957,6.2565,59.3514,-169.3767,-158.5503,-168.7867,-87.1585,51.0924,-1.9031256279999997
2,-43.1279,1998.0,-75.8709,134.298,51.2575,118.7523,59.9601,-84.5603,76.3095,75.1558,-38.366,-62.1368,156.9534,70.7826,-101.3404,5.2968,78.7393,167.4502,-141.1827,-145.3602,-88.5745,58.5947,-2.306048813
2,-31.2035,1999.0,-73.1588,146.2055,55.1002,126.1571,45.7939,-78.1954,52.3598,31.9421,-46.1742,-90.248,155.628,85.3079,-87.7102,4.1026,55.9386,170.3616,-151.3582,-154.4358,-66.9463,54.1321,-1.668451145
2,-35.4503,2000.0,-79.9792,-170.3692,57.3386,119.1625,86.2496,-100.3361,67.2858,63.9401,-74.3663,-78.4842,179.9807,56.8984,-85.4632,-2.2643,65.1811,176.0949,-112.6416,-164.3244,-95.5956,48.6963,-1.8955275409999999
3,-50.418600000000005,2001.0,-75.5925,-33.3364,66.1314,121.7399,56.0924,58.9368,-50.5162,-50.7032,-59.486,-55.6987,-156.8273,-45.3549,170.2241,3.6206,54.7646,-168.3456,176.497,-179.7525,-83.0684,57.3963,-4.035504744000001
3,-48.469,2002.0,-76.949,-52.7704,49.5187,124.2745,50.5986,-101.5607,-43.4957,-58.3859,-59.994,-47.8044,-175.7027,-60.3063,128.1703,-0.0359,51.5214,-176.4012,-163.8181,-173.2357,-78.0609,51.3606,-3.87945876
3,-37.4194,2003.0,-86.6478,-38.9797,61.885,123.3448,-55.0121,-49.3743,-54.1846,-59.7697,-57.8564,-48.4025,-152.2263,-52.1186,165.172,-4.23,63.945,175.6645,-136.9568,-174.719,-59.8688,56.9335,-2.9950487760000004
3,-41.4926,2004.0,-63.6047,-63.7692,63.9797,125.4428,-61.8689,-86.067,-45.5835,-68.9007,-64.7262,-42.2531,-166.8005,-51.0425,138.5708,15.6688,55.7646,-174.0867,-179.6845,-157.4503,-84.078,60.8286,-3.3210677040000003
3,-37.5696,2005.0,-47.9995,-78.7965,64.2066,115.6967,-72.6644,-46.7798,-73.8684,-53.9654,-81.9031,-48.1324,-164.6132,-47.5193,158.6531,-3.443,34.2801,167.7243,162.4636,-178.647,-102.1373,54.0389,-3.007070784
3,-25.211300000000005,2006.0,-62.7358,-27.9404,45.8032,123.1223,-49.1814,-33.8282,-60.169,-64.4168,-55.0875,-83.7058,175.8763,-43.9962,138.0979,16.6441,58.1468,-175.8643,-162.3417,-160.2224,-70.8961,54.3185,-2.0179124520000005
3,-34.577,2007.0,-62.152,-69.97,60.7175,124.0999,-41.645,-90.6237,-64.186,-70.1157,-68.906,-55.4239,-168.9652,-45.1809,170.2147,0.34,53.8306,165.5553,-172.408,-176.709,-66.28,62.7962,-2.76754308
3,-39.9177,2008.0,-79.4408,-53.364,54.7297,121.9435,-26.9785,-86.1402,-72.103,-63.615,-62.3667,-53.2446,-160.5188,-42.4752,174.3391,-2.055,57.019,-169.3927,179.8581,178.687,-92.1678,45.9223,-3.195012708
3,-31.915700000000005,2009.0,-64.9653,-46.3085,43.3515,120.3462,-66.9617,67.7261,-54.2953,-58.0272,-65.5326,-61.6206,-163.8541,-48.5035,-165.5842,0.0513,41.2561,-156.7267,160.1166,-165.1844,-45.1967,56.4044,-2.5545326280000005
3,-31.0375,2010.0,-77.7289,-97.2322,51.8431,123.4913,-36.6853,96.2123,-79.9829,-73.3064,-55.3183,-65.9223,-176.9065,-40.3558,-170.6408,16.9163,69.6247,175.4349,-161.4235,-179.0796,-66.7134,66.5202,-2.4842415
3,-47.233,2011.0,-51.575,-77.6258,70.6569,133.0612,-53.809,27.8416,-67.5613,-81.8461,-61.2291,-44.9121,-170.4207,-65.1912,167.9311,-15.3212,52.6211,177.5527,-151.7438,-140.1606,-88.1561,51.8365,-3.78052932
3,-24.5292,2012.0,-59.4507,-51.1318,56.9836,119.9524,-63.5655,-61.5908,-68.301,-59.0674,-64.5742,-56.0131,-161.4574,-52.8856,156.7372,7.0387,50.8596,174.2617,-147.2776,-161.0568,-77.8218,61.6277,-1.963317168
3,-32.3773,2013.0,-65.5023,-4.6994,33.2101,125.3017,-57.1243,-56.7629,-75.316,-59.964,-61.9791,-65.9495,-147.5583,-65.4742,127.7061,-19.0246,68.3288,176.0411,-158.0171,-164.5859,-53.0207,55.9993,-2.5914790919999997
3,-36.7107,2014.0,-78.5841,10.6965,36.8222,129.4682,-68.4146,-73.0768,-56.3928,-64.1082,-67.2701,-60.893,-142.4315,-88.5888,100.8848,-15.0463,63.6991,-170.7722,160.5102,-160.5259,-40.8246,52.3263,-2.938324428
3,-51.5496,2015.0,-79.7407,-38.0622,43.3733,125.056,-64.8623,102.1106,-78.3412,-48.7016,-59.1751,-53.7891,-150.7642,-61.3639,102.7478,-7.184,71.5379,-176.3383,120.1651,-140.1229,-80.2424,52.5833,-4.126029984
3,-45.343900000000005,2016.0,-70.0557,-21.796,53.3146,125.1508,-55.6681,66.8684,-58.4986,-70.4207,-70.3258,-69.4559,-156.306,-66.4899,98.4437,-6.0142,76.8047,168.8086,42.1103,-144.846,-63.348,56.9969,-3.6293257560000005
3,-62.028400000000005,2017.0,-74.5844,-9.6074,59.282,118.0148,-81.986,46.8051,-48.7314,-56.551,-71.9832,-56.8423,-142.2122,-67.2088,91.8879,2.6702,67.6905,-178.8463,77.3971,-162.8425,-52.3321,56.6326,-4.964753136000001
3,-42.017,2018.0,-70.3875,-25.3447,54.3744,120.7575,-32.9027,68.05,-71.4906,-76.2517,-66.4911,-67.6448,-127.6137,-83.1719,88.1424,2.5913,82.8997,174.49,-109.8451,-171.9533,-25.6934,56.289,-3.36304068
3,-57.607600000000005,2019.0,-72.3003,-9.112,52.9988,121.1409,-59.1692,50.8749,-46.4662,-64.5849,-68.2987,-55.9708,-166.0055,-53.4133,105.6488,-23.1727,55.549,-179.3435,-58.8752,-149.4001,-68.9057,64.6198,-4.610912304
3,-42.7459,2020.0,-73.0625,-32.0456,52.8763,123.4102,-78.2578,-70.533,-67.9197,-68.9778,-53.8358,-70.6503,-168.1871,-62.6557,106.9003,-20.3153,57.8799,175.0577,-40.5297,-130.067,-82.7648,40.5236,-3.421381836
3,-37.6562,2021.0,-77.3634,-79.1347,54.9298,121.7293,-57.9161,-67.1062,-58.0501,-63.2381,-70.3115,-40.0619,-160.6903,-67.8559,112.5989,5.0625,54.6691,175.8617,-53.594,-84.3993,-80.1429,23.6486,-3.0140022479999997
3,-43.6839,2022.0,-76.5381,-75.4899,52.1134,120.4353,-45.2324,-84.4447,-61.1271,-77.5595,-70.4029,-40.7585,-179.8994,-51.9833,113.5034,7.7237,83.0892,-173.4134,-78.4223,-56.0198,-90.3134,41.5784,-3.496459356
3,-29.7854,2023.0,-70.2006,-24.5746,45.3203,131.8851,-52.8707,-82.045,-63.6609,-77.4082,-58.332,-40.3538,-163.0031,-69.0973,136.6444,16.6005,71.6204,-160.3258,-68.5345,-59.4814,-90.0363,58.1363,-2.384023416
3,-31.096,2024.0,-64.7273,-41.1167,43.43,126.922,-70.9969,-58.5271,-69.1285,-57.4932,-62.2956,-55.3998,-179.0393,-38.5446,120.2923,-11.3262,46.799,-167.2529,-45.3158,-56.7415,-108.9578,73.4311,-2.48892384
3,-41.1463,2025.0,-63.8067,-11.7571,61.1489,114.2143,-61.6964,-52.5753,-61.5833,-57.7933,-55.2094,-52.6764,-170.9009,-61.3906,-174.9035,8.7692,54.4553,171.2638,53.2946,-66.1627,-81.9398,59.182,-3.2933498519999995
3,-37.3749,2026.0,-55.7035,-23.3011,47.0566,124.8876,-71.687,63.9098,-67.4764,-73.4848,-54.9045,-59.249,-163.8506,-54.0854,164.1105,2.5481,83.017,-178.5064,100.4832,-163.2449,-73.7599,52.3108,-2.991486996
3,-29.820000000000004,2027.0,-172.9217,28.3864,70.9737,120.9465,-50.4028,-82.1155,-64.6705,-62.0763,-60.4816,-37.2368,-168.4664,-63.0226,-179.4504,6.1045,60.4497,170.516,30.4992,-174.5825,-68.4498,59.3702,-2.3867928000000003
3,-47.9715,2028.0,178.4031,65.8776,49.57,125.1672,-43.5777,-69.4957,-61.1016,-69.1891,-69.0879,-44.5318,-169.0052,-63.293,129.5749,11.6534,49.0034,176.4525,-12.2714,-171.5633,-69.6779,74.8664,-3.83963886
3,-34.9593,2029.0,-168.2575,65.356,51.2607,122.3532,-51.3191,-17.6109,-55.7069,-67.7783,-57.0702,-47.3264,-171.6318,-50.2955,-169.7017,11.6581,65.4095,162.8248,-3.1482,-176.2564,-98.5901,55.3834,-2.798142372
3,-35.6788,2030.0,-71.4537,135.2861,53.6398,125.757,-80.0073,-69.9456,-64.7459,-54.5785,-62.5169,-59.9536,-131.6809,-71.0674,-157.9056,-13.6496,61.0087,-175.3385,14.9442,-173.5243,-96.587,45.856,-2.855731152
3,-42.9754,2031.0,-101.8167,173.5582,65.0341,128.0834,-68.3559,-55.2009,-68.9098,-65.5191,-64.6444,-47.378,-164.4404,-40.2907,174.081,-8.899,52.6734,-169.604,-3.8746,-166.4432,-100.2096,65.7016,-3.439751016
3,-44.82240000000001,2032.0,-71.3786,164.3559,56.6254,121.8804,-52.8574,-67.6893,-58.481,-56.6536,-65.0327,-65.9007,-162.7129,-61.0981,173.8795,-11.3379,70.3833,-179.0501,20.4853,-153.3318,-68.9614,61.9731,-3.5875848960000005
3,-37.6778,2033.0,-59.1472,135.2042,44.8107,126.6453,-60.3264,-62.8056,-50.2281,-59.4137,-52.6331,-52.7252,-159.8043,-68.8198,171.9814,2.0525,62.9816,-172.4206,5.668,-158.5902,-55.2802,57.73,-3.0157311119999997
3,-35.2403,2034.0,-89.3138,175.7709,52.2473,122.3322,-56.789,-102.0238,-58.111,-68.5267,-56.0397,-53.112,-166.1194,-49.6514,159.0018,0.8691,55.2508,-151.6484,-38.6049,-164.2844,-98.6023,58.1481,-2.820633612
3,-41.0832,2035.0,-79.0315,131.9396,57.2278,126.539,-55.924,-81.4471,-44.0682,-67.2808,-69.1068,38.028,-165.142,-76.5657,158.3607,-19.7946,59.6346,-179.5323,36.8275,-161.0781,-71.5968,48.4043,-3.288299328
3,-33.7959,2036.0,-87.7909,117.7086,54.7,121.786,-58.6922,-81.4209,-67.5828,-74.274,-54.0694,45.8594,178.9277,-65.001,127.377,-15.5831,75.3592,-166.1019,-28.181,-159.0098,-63.1755,55.0667,-2.705023836
3,-41.3091,2037.0,-64.2447,130.0169,66.5327,122.3706,-37.94,-53.63,-46.9286,-60.1059,-48.2339,61.8145,177.0378,-81.8607,86.6729,7.5092,30.8667,-178.9891,40.5042,-174.3467,-100.461,55.8215,-3.3063803640000002
3,-47.9621,2038.0,-67.5854,143.6566,65.4648,125.7638,-54.9589,-16.125,-52.0047,-73.4204,-60.5105,-66.099,174.4214,179.2984,-70.6669,8.9297,56.7289,-178.5616,11.551,176.9554,-94.0576,62.7205,-3.838886484
3,-33.4404,2039.0,-54.7938,134.0829,61.706,124.9179,-57.9727,16.1245,-61.5368,-80.6323,-69.8115,-57.698,167.1496,-170.3584,-82.6827,-1.0818,61.6225,162.0742,26.1296,169.9632,-68.9627,59.5406,-2.6765696159999997
3,-37.9263,2040.0,-74.0658,168.8662,63.5749,129.3316,-45.0605,79.5176,-63.1282,-65.7487,-50.9471,-45.8411,-176.3316,167.6013,-78.363,15.5107,60.7077,173.7475,25.4867,178.8317,-84.4304,64.5425,-3.0356210519999998
3,-38.5876,2041.0,-61.9632,160.7385,54.6983,123.953,-66.8314,30.0318,-75.3319,-55.9645,-59.1149,-72.8963,-170.717,175.2615,-90.1715,9.7693,62.3817,-175.7186,5.8138,-178.5484,-104.2927,60.4895,-3.0885515040000002
3,-31.4746,2042.0,-74.7102,124.3155,59.862,122.5316,-57.3914,-74.1577,-62.7097,-74.0806,-50.804,-62.3065,-178.7121,-178.5964,-63.1533,-12.1174,69.8482,165.4267,39.2819,171.9054,-98.9825,51.7257,-2.519226984
3,-32.6323,2043.0,-66.4009,158.7143,66.9552,118.2809,-52.6265,44.9394,-50.8422,-63.4391,-41.452,-42.5502,-157.43,152.4689,-101.4057,2.881,62.7123,-178.4097,-6.6548,-175.896,-74.5182,47.1202,-2.611889292
3,-52.2868,2044.0,-66.3067,164.3266,59.818,125.1492,-52.3951,-69.0372,-46.7702,-70.8446,-51.0462,-65.105,-176.6567,166.0311,-91.6978,7.3469,61.945,-144.479,-47.745,-158.7134,-46.5612,55.3946,-4.185035472
3,-41.8846,2045.0,-71.5536,150.3141,63.538,118.1245,-49.7764,53.3188,-55.8012,-77.3352,-77.9681,-64.2748,67.3277,170.0841,-163.7042,7.8437,65.5565,-170.8927,-23.1339,171.2095,-75.5855,40.4422,-3.352443384
3,-31.470700000000004,2046.0,-62.4965,103.0048,49.3915,125.2425,-46.9856,72.038,-51.4117,-44.1925,-61.7506,-64.9066,153.589,174.0609,74.6747,3.779,62.0919,-177.8828,52.1608,-175.0375,-87.2597,62.78,-2.518914828
3,-33.7996,2047.0,-75.9974,117.1596,40.8532,125.0801,-60.6467,79.1048,-64.4371,-67.6755,-63.8167,-62.9112,179.1429,-174.1731,107.7015,17.7526,58.3632,167.4538,50.0771,-178.7304,-90.9555,64.3815,-2.705319984
3,-31.5981,2048.0,-63.8291,116.3978,48.747,125.5573,-51.6478,86.4707,-67.3328,-57.5978,-48.2411,-64.0339,175.4484,-171.3448,103.1042,-6.3506,166.5648,173.9879,71.414,-179.9096,-87.7856,48.7011,-2.529111924
3,-32.9514,2049.0,-66.0765,133.4831,46.612,119.1092,-17.263,-88.8683,-73.8395,-74.3858,-67.4054,-71.5532,177.6914,163.3487,81.215,3.1844,178.9554,-172.271,74.0245,-171.7955,-79.6416,48.49,-2.637430056
3,-37.7936,2050.0,-56.1345,137.8412,33.1989,117.7286,-51.8507,-36.7072,-76.763,-67.3282,-61.9776,-75.0491,-178.0054,151.604,129.2611,-3.2194,-169.8113,176.4231,12.966,165.54,-105.7864,46.7251,-3.024999744
3,-40.6622,2051.0,-71.7448,-171.9909,41.8569,119.9246,-60.8691,-41.2565,-69.5848,-60.8149,-62.4388,-52.2196,-178.4659,-170.1172,112.1478,-0.496,173.9805,-173.4724,-9.6233,-165.7557,-80.6085,53.7702,-3.2546024879999997
3,-29.1996,2052.0,-65.461,168.9005,66.2084,119.1666,-58.5779,63.4175,-50.1355,-61.3033,-52.2631,-82.6709,148.5322,-165.0888,147.3902,-13.31,158.6027,174.557,15.4875,175.8673,-81.1244,38.8521,-2.337135984
3,-35.6592,2053.0,-84.6901,-168.1811,59.0258,121.1773,-58.8561,65.3533,-63.6487,-71.986,-64.8527,-66.2111,168.8527,-164.862,78.6074,-15.5769,169.0095,173.6617,36.3242,-175.2462,-92.2518,53.7593,-2.854162368
3,-51.6049,2054.0,-61.7234,155.8786,80.3666,123.868,-60.0573,89.1362,-47.7961,-62.602,-58.4102,-75.8637,165.0781,174.28,98.2582,15.9192,176.1484,172.188,7.4829,-177.9484,-82.3433,62.8734,-4.130456196
3,-33.8509,2055.0,-66.2619,120.1725,53.6499,127.8481,-33.9726,78.5185,-72.3018,-64.0628,-66.1489,-73.3483,168.3669,163.6718,66.1464,0.2869,-168.6044,179.1282,5.0353,176.3419,-82.6716,59.1222,-2.7094260360000004
3,-45.9474,2056.0,-81.4574,119.6,60.2061,133.2486,-30.8249,93.491,-47.7276,-59.644,-64.2817,-89.3416,69.4928,-171.6376,87.9182,6.8078,168.5303,169.1232,91.9182,-163.6198,-71.1969,41.9986,-3.677629896
3,-34.874,2057.0,-65.111,-177.8938,40.4134,126.6391,51.8628,42.4908,-66.9528,-42.4792,-70.5044,-100.5693,65.9897,-155.7869,93.5814,2.296,172.5095,163.1502,-146.3947,-173.4358,-72.9484,67.2036,-2.7913149600000002
3,-30.0928,2058.0,-62.9719,146.727,38.9702,123.7672,54.1626,52.9326,-65.2213,-65.2212,-60.9752,-91.4922,47.0239,166.8726,-179.3273,-7.4311,172.8055,-173.8395,165.2018,-150.926,-70.1476,60.7537,-2.408627712
3,-33.9119,2059.0,-81.7291,168.9813,73.1732,114.9422,51.9358,60.2696,-56.9253,-52.8816,-61.691,-44.3064,-166.5167,163.599,86.8298,8.1634,174.6773,166.9885,-132.5589,-166.2383,-54.5041,52.7733,-2.7143084760000002
3,-43.2313,2060.0,-84.9522,75.8321,55.6997,128.9125,70.6508,75.8487,-63.7647,-71.9527,-59.5412,-79.9714,54.4068,160.2457,-179.9304,0.8585,178.9308,179.8355,-154.1484,-156.6276,-58.0491,47.6619,-3.4602332519999996
3,-36.9452,2061.0,-58.9438,90.1722,61.2664,120.6589,55.9955,74.7467,-73.5673,-58.1939,-65.9697,-68.7443,130.9609,-66.0036,-106.5791,-10.6718,149.3493,-156.4208,144.5152,-177.8878,-95.7241,63.0685,-2.9570938079999998
3,-41.0042,2062.0,-65.9702,173.8982,62.5787,124.0762,49.5572,55.0667,-70.5594,-73.5997,-71.0498,-78.6031,-179.8333,-86.1992,-76.3439,-1.0244,-176.4724,163.5192,55.5441,-160.2744,-71.7189,55.4997,-3.281976168
3,-43.3286,2063.0,-71.0691,144.928,50.2121,118.9736,72.6209,36.3565,-58.6277,-64.7202,-54.8679,-63.3593,144.2943,-69.1664,-63.3577,-16.4091,168.6238,173.9202,71.0141,-163.2841,-66.6479,59.3383,-3.468021144
3,-28.4999,2064.0,-59.7226,151.4272,36.4018,122.1239,79.8539,17.9656,-70.4066,-63.0891,-67.203,-70.3657,131.7443,-78.5416,-103.2017,-12.5719,167.9618,-178.6857,-27.551,176.8052,-69.1833,49.0494,-2.281131996
